"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","X....","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"110",11,1,1,2,1,1,10,2,NA,9,10,10,0,0.3,1,26,2,15,15,15,40,10,5,0,6,10,10,6,6,NA,6,3,2,27,"Finance",8,"","","",2,7,3,"Argentina","0","",1,5,4,"Academia, Research, Banking, Life",2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,NA,NA,NA,NA,NA,NA,25,5,20,20,25,5,8,9,7,8,5,NA,NA,NA,NA,NA,0,7,8,7,8,6,5,6,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,19.51,17.07,17.07,17.07,12.2,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,6,5,NA,NA,NA,NA,NA,0,0,0,NA,NA,35,25,15,15,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,5,NA,NA,NA,NA,NA
"7755",524,16,0,31,2,21,22,11,11,15,15,545,0,-0.12,0,24,2,20,20,20,20,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"medicine",4,"Columbia University","1,430.00","26,908.00",4,9,6,"Michigan","48,306","72,412.00",2,7,4,"physician/healthcare",4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,NA,15,20,25,20,10,10,30,10,15,20,15,10,35,10,15,20,10,10,5,9,7,8,7,5,9,9,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,3,20,25,25,15,10,5,20,20,20,15,15,10,25,15,15,20,10,15,25,15,15,20,10,15,6,10,8,8,8,5,9,8,7,8,2,3,1,1,1,15,15,20,15,20,15,20,20,20,15,15,10,30,10,10,20,10,20,35,10,15,20,10,10,6,9,8,8,8,6,9,8,7,9
"2134",156,15,0,29,2,7,16,7,7,7,14,171,0,0.19,0,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,9,9,10,4,6,5,2,30,"Business",8,"","","",1,1,1,"Atlanta, GA","27,870","21,590.00",2,6,3,"Marketing and Media",7,3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,6,NA,14,18,16,18,18,16,10,8,8,10,8,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,NA,NA,NA,NA,NA,0,5,8,10,2,9,2,2,2,0,5,14.89,19.15,19.15,14.89,19.15,12.77,8,10,9,9,10,8,3,3,NA,NA,NA,NA,NA,NA,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576",107,14,1,28,2,4,18,2,NA,9,10,85,1,0.56,1,30,2,20,25,15,15,15,10,1,7,6,6,5,6,5,6,6,2,21,"Religion",7,"","","",2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,"Teacher/Professor",2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,19,24,21,23,5,8,NA,NA,NA,NA,NA,NA,22,20,18,23,10,7,7,9,9,9,6,NA,NA,NA,NA,NA,1,8,8,7,8,6,8,7,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,15,20,25,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,9,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801",127,6,1,12,1,5,10,8,NA,1,5,116,1,-0.42,1,21,2,15,15,25,25,20,0,1,8,6,6,7,5,6,7,6,2,22,"Mechanical Engineering",5,"","","",2,1,1,"Massachusetts","1,720","",6,5,1,"Porn Star",6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,25,25,25,15,5,5,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,8,8,9,9,8,NA,NA,NA,NA,NA,1,7,7,7,7,5,5,7,8,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,NA,40,10,10,20,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,10,10,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,NA,NA,NA,NA,NA
"7357",500,5,0,8,1,20,7,6,6,5,4,504,0,0.47,0,23,2,30,0,30,15,15,10,1,6,6,6,6,6,6,4,7,2,25,"Epidemiology",10,"Vanderbilt University","","25,847.00",1,7,9,"Kansas City, Missouri","64,129","25,314.00",1,5,3,"Epidemiologist",2,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,6,NA,10,15,35,15,10,15,50,5,10,20,5,10,50,5,10,20,5,10,8,9,9,9,9,8,8,9,8,9,0,4,5,5,4,5,4,4,4,0,1,7,7,10,7,7,7,7,8,9,8,10,3,3,1,30,5,40,10,5,5,40,5,40,5,5,5,70,5,5,10,5,5,70,5,5,10,5,5,8,8,9,8,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2649",196,3,0,5,2,9,20,5,5,1,1,214,1,0,0,23,2,17.02,21.28,17.02,21.28,14.89,8.51,1,7,8,8,7,9,5,6,6,2,25,"Religion, GSAS",7,"","","",4,1,6,"Taipei, Taiwan","","",1,1,1,"education",2,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,NA,17.65,17.65,17.65,15.69,15.69,15.69,8,8,7,7,7,7,18.75,18.75,16.67,16.67,14.58,14.58,9,9,9,9,9,NA,NA,NA,NA,NA,1,5,8,7,9,8,5,6,5,1,NA,15.56,17.78,17.78,15.56,15.56,17.78,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,17.39,17.39,17.39,15.22,15.22,17.39,8,7,8,8,7,6,21.62,16.22,16.22,18.92,13.51,13.51,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6149",400,4,1,8,2,15,18,13,11,3,9,387,1,0.34,1,25,2,20,15,25,15,15,10,1,7,9,9,8,9,8,8,8,2,26,"Business",8,"Bocconi University Milan","","",2,7,7,"Italy","80,136","",5,4,2,"Entrepreneur",7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,NA,70,5,20,3,1,1,40,10,20,10,10,10,80,5,5,4,3,3,7,10,6,8,7,7,7,9,6,9,1,6.5,7,7,6.5,6,6,7,8,2,8,50,15,15,15,3,2,7,9,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5416",362,2,1,4,2,14,20,12,12,3,12,352,0,0.18,0,29,6,20,20,20,10,10,20,0,6,8,8,7,5,8,7,7,2,30,"Law",1,"Univeristy of Barcelona","","",2,1,1,"Spain","","",1,4,3,"Law",1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,NA,20.51,14.53,24.79,17.09,5.98,17.09,25,25,20,10,10,10,33,17,16,33,0,1,7,7,9,8,8,7,7,8,10,8,0,6,8,7,6,6,6,6,8,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,NA,NA,NA,NA,NA,NA,20,15,21,21,13,13,25,17,17,17,12,12,26.32,5.26,21.05,26.32,10.53,10.53,8,8,9,10,9,8,8,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4963",334,3,1,6,1,13,10,7,7,10,9,330,0,0.31,1,22,4,15,25,15,20,10,15,0,6,8,6,7,6,6,6,6,2,29,"MBA",8,"Trinity College","1,270.00","26,786.00",4,1,1,"New York/South Korea/Japan","","",1,5,3,"Healthcare",4,9,4,9,9,8,8,5,6,8,5,5,6,6,3,5,8,5,5,NA,40,10,15,10,10,15,25,10,15,25,10,15,20,10,20,20,10,20,8,7,8,8,9,8,8,8,8,8,1,8,8,8,7,8,7,8,8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,NA,NA,NA,NA,NA,NA,40,10,10,15,10,15,20,10,10,20,10,30,20,10,10,20,10,30,8,8,8,8,7,8,8,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134",220,7,1,14,2,9,20,19,14,6,6,199,0,0.23,0,30,2,17.5,17.5,20,12.5,20,12.5,0,2,10,8,10,8,7,8,9,2,25,"International Affairs",13,"","","",6,1,1,"DC","","",1,5,2,"Poet, Writer, Singer, Policy Maker with the UN and/or Indian Govt.",6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,NA,16.67,16.67,16.67,16.67,14.81,18.52,9,8,8,9,9,10,15.38,15.38,15.38,17.31,17.31,19.23,10,10,10,10,10,NA,NA,NA,NA,NA,0,8,6,7,6,7,2,2,8,2,18,15.38,15.38,17.31,19.23,15.38,17.31,10,10,10,10,8,10,1,1,NA,NA,NA,NA,NA,NA,17.86,17.86,17.86,17.86,14.29,14.29,10,8,8,9,9,10,16.95,16.95,16.95,16.95,16.95,15.25,10,10,10,10,10,NA,NA,NA,NA,NA,2,1,0,0,1,16.67,16.67,16.67,16.67,16.67,16.67,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,9,9,10,9,NA,12,12,12,12,9,NA,NA,NA,NA,NA
"4130",278,6,1,12,2,11,21,19,19,12,14,265,0,0.13,1,32,2,15,5,45,10,15,10,0,5,6,6,5,5,7,6,3,2,32,"medical informatics",5,"umass","1,050.00","14,433.00",2,1,1,"boston, ma","0","",1,3,1,"research/academia",2,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,8,NA,25,15,20,25,10,5,25,15,20,25,10,5,25,15,20,25,10,5,8,8,8,8,8,6,8,8,7,7,0,5,5,7,5,5,8,6,5,0,3,20,5,20,25,20,10,8,8,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,25,20,20,25,5,5,25,20,20,25,5,5,20,25,20,25,5,5,9,9,9,9,9,7,7,7,7,7,0,0,0,NA,NA,15,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,9,9,9,9,9,6,6,6,6,6
"974",72,7,1,14,1,3,10,9,NA,5,6,61,0,0.41,1,28,2,15,15,20,15,15,20,0,7,7,8,8,8,5,6,4,2,22,"Engineering",5,"","","",2,8,1,"Boston, MA","2,021","",5,6,1,"Engineer or iBanker or consultant",7,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,9,21,20,19,20,10,10,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,8,8,8,NA,NA,NA,NA,NA,0,5,8,7,5,6,5,6,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,NA,NA,NA,NA,NA,22,17,17,17,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,7,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,15,20,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,8,7,8,NA,NA,NA,NA,NA
"3263",226,13,1,26,2,9,20,15,1,15,15,208,1,0.22,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,9,9,9,9,9,9,9,5,2,23,"International Business",8,"","","",2,1,3,"Pittsburgh","15,211","22,805.00",2,3,1,"Entertainment/Sports",6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,3,NA,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,10,10,10,10,10,NA,NA,NA,NA,NA,1,8,7,8,8,7,6,8,7,2,4,25.64,15.38,17.95,20.51,10.26,10.26,9,9,9,9,9,6,3,2,NA,NA,NA,NA,NA,NA,25,15,17.5,20,12.5,10,10,4,6,5,4,8,19.51,19.51,19.51,12.2,17.07,12.2,9,9,9,9,8,NA,NA,NA,NA,NA,0,1,1,1,NA,25,15,17.5,17.5,12.5,12.5,NA,NA,NA,NA,NA,NA,10,3,5,8,3,8,8,5,8,4,7,NA,9,8,8,7,8,NA,NA,NA,NA,NA
"8073",539,9,1,18,2,21,22,15,4,12,3,511,0,0.02,0,23,4,20,10,10,30,15,15,1,3,3,4,3,2,2,3,4,2,22,"Law",1,"Dartmouth College","1,430.00","26,562.00",2,6,6,"Russia","7,078","",1,4,1,"Lawyer",1,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,7,NA,30,10,20,15,15,10,20,20,20,15,20,5,20,15,20,15,25,5,8,8,9,10,10,7,7,10,10,8,0,4,8,10,4,10,3,7,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,40,10,10,10,10,20,30,20,10,10,10,10,40,10,10,10,10,20,30,20,20,10,10,10,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",50,11,1,22,2,2,19,2,NA,3,14,34,0,0.68,0,21,4,30,5,30,15,15,5,0,4,4,6,6,7,4,5,5,2,27,"Law",1,"","","",1,4,4,"Houston","77,026","12,063.00",6,6,2,"lawyer",1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,7,7,NA,NA,9,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465",101,8,1,16,2,4,18,6,NA,1,7,82,0,0.19,0,25,6,20,20,20,20,10,10,0,5,10,10,8,8,7,9,8,2,22,"financial math",8,"","","",4,3,2,"India","110,015","",3,4,3,"Finance",7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7,14,40,8,10,12,10,20,NA,NA,NA,NA,NA,NA,20,10,10,30,10,20,8,8,8,9,9,NA,NA,NA,NA,NA,1,9,8,8,9,7,8,9,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,40,10,10,20,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601",253,2,0,3,2,11,21,4,4,7,10,282,0,-0.41,0,23,1,25,15,20,20,10,10,0,6,6,9,6,NA,6,7,2,2,33,"sociology",3,"Tokyo Woman's Christian University, Japan","","",4,1,1,"Japan","7,024","",2,6,6,"researcher/academia",2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,NA,25,30,10,10,5,20,30,20,10,25,5,20,40,20,5,20,5,20,8,10,9,8,7,8,10,9,9,9,1,7,7,7,7,7,7,7,6,0,8,20,15,10,10,10,25,7,9,8,8,5,8,1,3,NA,NA,NA,NA,NA,NA,20,20,10,20,10,20,30,10,15,15,10,20,30,10,10,20,10,20,8,9,9,8,7,8,9,9,9,9,0,1,0,0,NA,25,20,10,10,10,25,30,20,5,15,5,25,30,15,5,20,5,25,40,10,10,20,10,10,8,10,9,8,8,7,8,8,7,9
"2935",210,17,0,33,2,9,20,1,1,8,7,220,0,0.33,0,25,6,16.67,16.67,16.67,16.67,14.81,18.52,1,9,9,9,9,9,9,10,8,2,29,"Ecology",10,"","","",2,10,4,"Atlanta","30,345","46,800.00",2,6,3,"scientific research",2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,5,NA,20,15.56,20,15.56,11.11,17.78,9,8,4,8,4,9,25,22.22,13.89,13.89,2.78,22.22,8,8,6,9,9,NA,NA,NA,NA,NA,0,5,10,10,NA,9,NA,8,NA,2,1,25.64,10.26,15.38,20.51,10.26,17.95,8,8,7,8,7,4,1,2,NA,NA,NA,NA,NA,NA,20,15.56,17.78,17.78,11.11,17.78,9,5,5,8,3,7,27.03,13.51,13.51,21.62,8.11,16.22,7,7,6,6,6,NA,NA,NA,NA,NA,0,1,0,0,NA,22.5,15,15,12.5,15,20,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,9,6,4,9,4,NA,7,6,8,6,6,NA,NA,NA,NA,NA
"8199",544,14,1,28,2,21,22,13,5,9,19,527,0,0.17,0,24,6,50,20,10,5,10,5,0,5,4,8,5,9,2,5,2,2,23,"Biomedical Engineering",5,"U.C. Berkeley","1,309.00","15,162.00",4,3,8,"San Francisco","94,121","36,673.00",1,7,3,"Physician",4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,NA,15,25,20,10,10,20,20,20,10,20,10,20,20,20,10,20,10,20,7,10,10,9,8,6,8,10,8,5,0,5,5,5,5,5,5,5,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,10,20,10,20,20,20,10,20,10,20,20,20,20,20,20,10,20,10,20,20,10,20,10,20,7,9,7,8,8,7,9,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4293",286,14,1,28,2,11,21,8,8,16,9,260,0,-0.01,0,27,4,19,20,19,14,13,15,0,4,8,7,5,5,5,5,5,2,22,"Mathematics",2,"Queens College","1,100.00","11,360.00",2,4,7,"Russia","125,438","",1,6,3,"professor",2,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,NA,10,15,25,15,15,20,20,10,15,15,15,25,15,15,20,15,20,15,3,6,6,7,7,3,5,8,5,6,0,7,NA,8,NA,NA,8,5,3,0,3,13,13,24,15,15,20,4,8,7,8,9,6,1,2,NA,NA,NA,NA,NA,NA,10,15,20,15,15,25,20,15,15,15,10,25,15,15,20,15,15,20,5,7,7,7,9,5,6,9,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484",102,9,1,18,2,4,18,12,NA,11,8,83,0,-0.18,0,35,3,10,32,20,12,11,15,0,5,7,8,6,7,4,6,3,2,32,"Chemistry",10,"","","",2,2,6,"Canada","0","",1,4,4,"Research Scientist",2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,18,30,10,30,20,10,0,NA,NA,NA,NA,NA,NA,10,30,20,30,10,0,8,5,7,10,9,NA,NA,NA,NA,NA,1,10,9,8,8,5,6,9,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,3,NA,NA,NA,NA,NA,NA,50,20,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,6,7,NA,NA,NA,NA,NA,1,1,1,NA,NA,50,10,20,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,8,9,NA,NA,NA,NA,NA
"7206",487,7,1,14,2,19,15,11,9,4,16,480,0,-0.07,0,26,2,16,18,18,20,12,16,0,2,3,5,1,2,2,4,1,2,24,"Classics",6,"Harvard University","1,400.00","26,019.00",4,1,1,"New Jersey","7,733","",1,5,3,"Professor...?",2,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,5,NA,25,26,15,10,9,15,20,15,15,20,15,15,15,15,15,20,20,15,7,9,6,8,5,6,7,7,5,5,0,5,4,5,5,4,2,4,3,0,2,5,8,7,7,6,8,6,8,8,5,6,5,1,3,15,20,15,20,15,15,20,20,15,20,5,20,20,15,15,15,20,15,15,15,20,20,15,15,7,9,8,6,5,6,9,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5454",364,4,1,8,2,14,20,3,3,13,10,350,0,0.08,0,31,2,12,25,25,8,15,15,0,5,8,6,6,5,7,6,6,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,0,6,9,9,8,9,7,7,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5448",364,4,1,8,2,14,20,9,9,19,4,344,1,-0.04,1,26,3,15,15,15,20,20,15,1,9,9,9,9,7,7,7,9,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,8,7,8,10,8,9,8,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",97,4,1,8,2,4,18,7,NA,7,11,86,1,-0.07,1,22,2,15,20,20,20,5,20,1,7,7,7,7,7,6,7,5,2,29,"Climate-Earth and Environ. Science",10,"","","",2,4,1,"Brooklyn, NY","11,215","35,968.00",2,5,2,"Professor",2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,50,7,20,23,0,0,NA,NA,NA,NA,NA,NA,30,10,12,8,30,10,7,5,7,6,6,NA,NA,NA,NA,NA,1,8,8,8,8,8,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,55,8,14,13,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,7,5,NA,NA,NA,NA,NA,4,1,1,NA,NA,50,5,15,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,6,4,NA,NA,NA,NA,NA
